ＥＤＩＮＥＴコード,提出者業種
E38924,個人（組合発行者を除く）
E38925,外国法人・組合（有価証券報告書等の提出義務者以外）
E38926,機械
E38927,個人（組合発行者を除く）
E38929,内国法人・組合（有価証券報告書等の提出義務者以外）
E38931,内国法人・組合（有価証券報告書等の提出義務者以外）
E38934,個人（組合発行者を除く）
E38938,個人（組合発行者を除く）
E38940,サービス業
E38941,個人（組合発行者を除く）
E38947,不動産業
E38948,情報・通信業
E38949,情報・通信業
E38950,内国法人・組合（有価証券報告書等の提出義務者以外）
E38953,外国法人・組合（有価証券報告書等の提出義務者以外）
E38955,内国法人・組合（有価証券報告書等の提出義務者以外）
E38956,個人（組合発行者を除く）
E38957,情報・通信業
E38958,外国法人・組合（有価証券報告書等の提出義務者以外）
E38959,内国法人・組合（有価証券報告書等の提出義務者以外）
E38964,個人（組合発行者を除く）
E38965,情報・通信業
E38967,外国政府等
E38968,内国法人・組合（有価証券報告書等の提出義務者以外）
E38969,サービス業
E38975,内国法人・組合（有価証券報告書等の提出義務者以外）
E38977,個人（組合発行者を除く）
E38979,食料品
E38981,内国法人・組合（有価証券報告書等の提出義務者以外）
E38985,医薬品
E38986,個人（組合発行者を除く）
E38987,個人（組合発行者を除く）
E38989,個人（組合発行者を除く）
E38990,個人（組合発行者を除く）
E38991,個人（組合発行者を除く）
E38992,個人（組合発行者を除く）
E38993,個人（組合発行者を除く）
E38996,内国法人・組合（有価証券報告書等の提出義務者以外）
E39004,個人（組合発行者を除く）
E39005,内国法人・組合（有価証券報告書等の提出義務者以外）
E39006,個人（組合発行者を除く）
E39008,サービス業
E39009,情報・通信業
E39016,個人（非居住者）（組合発行者を除く）
E39018,その他金融業
E39020,内国法人・組合（有価証券報告書等の提出義務者以外）
E39022,内国法人・組合（有価証券報告書等の提出義務者以外）
E39023,不動産業
E39024,個人（組合発行者を除く）
E39030,個人（組合発行者を除く）
E39031,内国法人・組合（有価証券報告書等の提出義務者以外）
E39032,個人（組合発行者を除く）
E39034,個人（組合発行者を除く）
E39036,外国法人・組合（有価証券報告書等の提出義務者以外）
E39037,個人（組合発行者を除く）
E39038,内国法人・組合（有価証券報告書等の提出義務者以外）
E39039,外国法人・組合（有価証券報告書等の提出義務者以外）
E39042,個人（組合発行者を除く）
E39043,個人（組合発行者を除く）
E39046,個人（組合発行者を除く）
E39047,内国法人・組合（有価証券報告書等の提出義務者以外）
E39048,内国法人・組合（有価証券報告書等の提出義務者以外）
E39049,個人（組合発行者を除く）
E39052,個人（組合発行者を除く）
E39053,個人（非居住者）（組合発行者を除く）
E39054,個人（組合発行者を除く）
E39055,内国法人・組合（有価証券報告書等の提出義務者以外）
E39058,内国法人・組合（有価証券報告書等の提出義務者以外）
E39060,個人（組合発行者を除く）
E39063,外国法人・組合（有価証券報告書等の提出義務者以外）
E39065,内国法人・組合（有価証券報告書等の提出義務者以外）
E39066,個人（組合発行者を除く）
E39067,内国法人・組合（有価証券報告書等の提出義務者以外）
E39069,内国法人・組合（有価証券報告書等の提出義務者以外）
E39070,個人（組合発行者を除く）
E39072,外国法人・組合（有価証券報告書等の提出義務者以外）
E39074,小売業
E39075,個人（非居住者）（組合発行者を除く）
E39076,内国法人・組合（有価証券報告書等の提出義務者以外）
E39079,個人（組合発行者を除く）
E39083,個人（組合発行者を除く）
E39089,サービス業
E39090,外国法人・組合（有価証券報告書等の提出義務者以外）
E39091,内国法人・組合（有価証券報告書等の提出義務者以外）
E39092,個人（組合発行者を除く）
E39094,内国法人・組合（有価証券報告書等の提出義務者以外）
E39095,内国法人・組合（有価証券報告書等の提出義務者以外）
E39096,内国法人・組合（有価証券報告書等の提出義務者以外）
E39098,個人（組合発行者を除く）
E39099,内国法人・組合（有価証券報告書等の提出義務者以外）
E39104,外国法人・組合
E39106,個人（組合発行者を除く）
E39107,個人（組合発行者を除く）
E39109,個人（組合発行者を除く）
E39110,内国法人・組合（有価証券報告書等の提出義務者以外）
E39114,情報・通信業
E39116,内国法人・組合（有価証券報告書等の提出義務者以外）
E39119,個人（組合発行者を除く）
E39122,情報・通信業
E39124,個人（組合発行者を除く）
E39126,情報・通信業
E39129,内国法人・組合（有価証券報告書等の提出義務者以外）
E39133,小売業
E39135,個人（組合発行者を除く）
E39136,情報・通信業
E39137,情報・通信業
E39138,個人（組合発行者を除く）
E39139,個人（組合発行者を除く）
E39140,外国法人・組合（有価証券報告書等の提出義務者以外）
E39142,外国法人・組合（有価証券報告書等の提出義務者以外）
E39143,内国法人・組合（有価証券報告書等の提出義務者以外）
E39144,内国法人・組合（有価証券報告書等の提出義務者以外）
E39145,個人（組合発行者を除く）
E39146,内国法人・組合（有価証券報告書等の提出義務者以外）
E39147,外国法人・組合（有価証券報告書等の提出義務者以外）
E39148,個人（組合発行者を除く）
E39149,外国法人・組合（有価証券報告書等の提出義務者以外）
E39151,外国法人・組合（有価証券報告書等の提出義務者以外）
E39152,個人（組合発行者を除く）
E39153,個人（組合発行者を除く）
E39154,個人（組合発行者を除く）
E39158,サービス業
E39159,個人（組合発行者を除く）
E39160,個人（組合発行者を除く）
E39161,情報・通信業
E39162,情報・通信業
E39163,個人（組合発行者を除く）
E39164,外国法人・組合（有価証券報告書等の提出義務者以外）
E39165,サービス業
E39166,内国法人・組合（有価証券報告書等の提出義務者以外）
E39167,内国法人・組合（有価証券報告書等の提出義務者以外）
E39168,個人（組合発行者を除く）
E39170,証券、商品先物取引業
E39171,情報・通信業
E39174,内国法人・組合（有価証券報告書等の提出義務者以外）
E39175,内国法人・組合（有価証券報告書等の提出義務者以外）
E39176,個人（組合発行者を除く）
E39177,個人（組合発行者を除く）
E39180,個人（組合発行者を除く）
E39181,内国法人・組合（有価証券報告書等の提出義務者以外）
E39182,内国法人・組合（有価証券報告書等の提出義務者以外）
E39183,サービス業
E39184,サービス業
E39185,個人（組合発行者を除く）
E39186,個人（組合発行者を除く）
E39187,内国法人・組合（有価証券報告書等の提出義務者以外）
E39188,個人（組合発行者を除く）
E39191,外国法人・組合（有価証券報告書等の提出義務者以外）
E39193,個人（組合発行者を除く）
E39194,情報・通信業
E39195,内国法人・組合（有価証券報告書等の提出義務者以外）
E39199,内国法人・組合（有価証券報告書等の提出義務者以外）
E39200,個人（組合発行者を除く）
E39201,内国法人・組合（有価証券報告書等の提出義務者以外）
E39203,情報・通信業
E39205,外国法人・組合（有価証券報告書等の提出義務者以外）
E39207,内国法人・組合（有価証券報告書等の提出義務者以外）
E39208,内国法人・組合（有価証券報告書等の提出義務者以外）
E39209,個人（非居住者）（組合発行者を除く）
E39212,個人（組合発行者を除く）
E39214,内国法人・組合（有価証券報告書等の提出義務者以外）
E39216,内国法人・組合（有価証券報告書等の提出義務者以外）
E39217,外国法人・組合（有価証券報告書等の提出義務者以外）
E39218,外国法人・組合
E39219,個人（組合発行者を除く）
E39221,内国法人・組合（有価証券報告書等の提出義務者以外）
E39222,小売業
E39223,内国法人・組合（有価証券報告書等の提出義務者以外）
E39230,個人（組合発行者を除く）
E39231,個人（組合発行者を除く）
E39232,内国法人・組合（有価証券報告書等の提出義務者以外）
E39233,個人（組合発行者を除く）
E39234,外国法人・組合（有価証券報告書等の提出義務者以外）
E39235,外国法人・組合（有価証券報告書等の提出義務者以外）
E39236,外国法人・組合（有価証券報告書等の提出義務者以外）
E39237,外国法人・組合（有価証券報告書等の提出義務者以外）
E39238,個人（組合発行者を除く）
E39239,個人（組合発行者を除く）
E39242,内国法人・組合（有価証券報告書等の提出義務者以外）
E39245,個人（組合発行者を除く）
E39246,個人（組合発行者を除く）
E39247,個人（組合発行者を除く）
E39248,内国法人・組合（有価証券報告書等の提出義務者以外）
E39250,個人（組合発行者を除く）
E39251,内国法人・組合（有価証券報告書等の提出義務者以外）
E39253,内国法人・組合（有価証券報告書等の提出義務者以外）
E39254,卸売業
E39257,内国法人・組合（有価証券報告書等の提出義務者以外）
E39258,個人（組合発行者を除く）
E39259,不動産業
E39260,個人（組合発行者を除く）
E39261,内国法人・組合（有価証券報告書等の提出義務者以外）
E39263,個人（組合発行者を除く）
E39266,個人（組合発行者を除く）
E39267,外国法人・組合（有価証券報告書等の提出義務者以外）
E39268,医薬品
E39269,個人（組合発行者を除く）
E39273,その他製品
E39274,内国法人・組合（有価証券報告書等の提出義務者以外）
E39278,内国法人・組合（有価証券報告書等の提出義務者以外）
E39282,内国法人・組合（有価証券報告書等の提出義務者以外）
E39283,化学
E39284,内国法人・組合（有価証券報告書等の提出義務者以外）
E39288,外国法人・組合（有価証券報告書等の提出義務者以外）
E39289,個人（組合発行者を除く）
E39293,個人（組合発行者を除く）
E39296,個人（組合発行者を除く）
E39298,個人（組合発行者を除く）
E39300,個人（組合発行者を除く）
E39301,個人（組合発行者を除く）
E39303,外国法人・組合（有価証券報告書等の提出義務者以外）
E39304,個人（組合発行者を除く）
E39305,個人（組合発行者を除く）
E39306,個人（組合発行者を除く）
E39307,個人（組合発行者を除く）
E39309,内国法人・組合（有価証券報告書等の提出義務者以外）
E39312,内国法人・組合（有価証券報告書等の提出義務者以外）
E39313,個人（組合発行者を除く）
E39315,内国法人・組合（有価証券報告書等の提出義務者以外）
E39317,個人（組合発行者を除く）
E39318,個人（組合発行者を除く）
E39325,内国法人・組合（有価証券報告書等の提出義務者以外）
E39326,個人（非居住者）（組合発行者を除く）
E39327,内国法人・組合（有価証券報告書等の提出義務者以外）
E39329,個人（組合発行者を除く）
E39331,個人（組合発行者を除く）
E39333,内国法人・組合（有価証券報告書等の提出義務者以外）
E39334,個人（組合発行者を除く）
E39335,個人（組合発行者を除く）
E39336,個人（組合発行者を除く）
E39337,内国法人・組合（有価証券報告書等の提出義務者以外）
E39338,個人（組合発行者を除く）
E39339,個人（組合発行者を除く）
E39340,個人（組合発行者を除く）
E39342,内国法人・組合（有価証券報告書等の提出義務者以外）
E39343,個人（非居住者）（組合発行者を除く）
E39344,内国法人・組合（有価証券報告書等の提出義務者以外）
E39345,個人（組合発行者を除く）
E39346,個人（組合発行者を除く）
E39347,内国法人・組合（有価証券報告書等の提出義務者以外）
E39349,情報・通信業
E39350,内国法人・組合（有価証券報告書等の提出義務者以外）
E39354,個人（組合発行者を除く）
E39367,サービス業
E39369,個人（組合発行者を除く）
E39373,内国法人・組合（有価証券報告書等の提出義務者以外）
E39375,個人（組合発行者を除く）
E39376,内国法人・組合（有価証券報告書等の提出義務者以外）
E39377,小売業
E39378,個人（組合発行者を除く）
E39379,個人（組合発行者を除く）
E39382,情報・通信業
E39384,内国法人・組合（有価証券報告書等の提出義務者以外）
E39385,内国法人・組合（有価証券報告書等の提出義務者以外）
E39387,個人（組合発行者を除く）
E39388,個人（非居住者）（組合発行者を除く）
E39389,個人（組合発行者を除く）
E39390,内国法人・組合（有価証券報告書等の提出義務者以外）
E39391,内国法人・組合（有価証券報告書等の提出義務者以外）
E39392,個人（組合発行者を除く）
E39394,内国法人・組合（有価証券報告書等の提出義務者以外）
E39395,個人（組合発行者を除く）
E39396,内国法人・組合（有価証券報告書等の提出義務者以外）
E39397,サービス業
E39398,内国法人・組合（有価証券報告書等の提出義務者以外）
E39401,個人（組合発行者を除く）
E39402,内国法人・組合（有価証券報告書等の提出義務者以外）
E39403,個人（組合発行者を除く）
E39405,情報・通信業
E39406,サービス業
E39407,不動産業
E39408,サービス業
E39409,情報・通信業
E39410,情報・通信業
E39411,内国法人・組合（有価証券報告書等の提出義務者以外）
E39413,個人（組合発行者を除く）
E39414,個人（組合発行者を除く）
E39418,内国法人・組合（有価証券報告書等の提出義務者以外）
E39420,個人（組合発行者を除く）
E39421,内国法人・組合（有価証券報告書等の提出義務者以外）
E39422,外国法人・組合（有価証券報告書等の提出義務者以外）
E39423,個人（組合発行者を除く）
E39424,外国法人・組合（有価証券報告書等の提出義務者以外）
E39425,個人（組合発行者を除く）
E39426,サービス業
E39427,内国法人・組合（有価証券報告書等の提出義務者以外）
E39429,内国法人・組合（有価証券報告書等の提出義務者以外）
E39430,内国法人・組合（有価証券報告書等の提出義務者以外）
E39432,内国法人・組合（有価証券報告書等の提出義務者以外）
E39433,個人（組合発行者を除く）
E39434,個人（組合発行者を除く）
E39435,個人（組合発行者を除く）
E39436,個人（組合発行者を除く）
E39437,個人（組合発行者を除く）
E39438,個人（組合発行者を除く）
E39445,個人（組合発行者を除く）
E39446,個人（組合発行者を除く）
E39447,内国法人・組合（有価証券報告書等の提出義務者以外）
E39448,サービス業
E39449,情報・通信業
E39451,個人（組合発行者を除く）
E39454,内国法人・組合（有価証券報告書等の提出義務者以外）
E39456,個人（非居住者）（組合発行者を除く）
E39457,内国法人・組合（有価証券報告書等の提出義務者以外）
E39459,外国法人・組合（有価証券報告書等の提出義務者以外）
E39460,情報・通信業
E39462,内国法人・組合（有価証券報告書等の提出義務者以外）
E39463,個人（組合発行者を除く）
E39464,個人（組合発行者を除く）
E39465,個人（組合発行者を除く）
E39468,内国法人・組合（有価証券報告書等の提出義務者以外）
E39470,不動産業
E39472,内国法人・組合（有価証券報告書等の提出義務者以外）
E39473,サービス業
E39474,内国法人・組合（有価証券報告書等の提出義務者以外）
E39475,外国政府等
E39476,サービス業
E39477,外国法人・組合（有価証券報告書等の提出義務者以外）
E39478,内国法人・組合（有価証券報告書等の提出義務者以外）
E39480,内国法人・組合（有価証券報告書等の提出義務者以外）
E39481,個人（組合発行者を除く）
E39482,個人（組合発行者を除く）
E39483,情報・通信業
E39484,個人（組合発行者を除く）
E39485,個人（組合発行者を除く）
E39487,情報・通信業
E39488,サービス業
E39489,個人（組合発行者を除く）
E39490,外国法人・組合（有価証券報告書等の提出義務者以外）
E39491,個人（組合発行者を除く）
E39492,個人（組合発行者を除く）
E39501,個人（組合発行者を除く）
E39502,個人（組合発行者を除く）
E39503,個人（組合発行者を除く）
E39504,内国法人・組合（有価証券報告書等の提出義務者以外）
E39505,情報・通信業
E39506,内国法人・組合（有価証券報告書等の提出義務者以外）
E39508,個人（組合発行者を除く）
E39509,個人（組合発行者を除く）
E39510,個人（組合発行者を除く）
E39512,内国法人・組合（有価証券報告書等の提出義務者以外）
E39513,個人（組合発行者を除く）
E39514,内国法人・組合（有価証券報告書等の提出義務者以外）
E39515,個人（組合発行者を除く）
E39517,内国法人・組合（有価証券報告書等の提出義務者以外）
E39518,内国法人・組合（有価証券報告書等の提出義務者以外）
E39519,個人（組合発行者を除く）
E39520,個人（組合発行者を除く）
E39522,個人（組合発行者を除く）
E39523,個人（組合発行者を除く）
E39524,個人（組合発行者を除く）
E39526,個人（組合発行者を除く）
E39527,個人（組合発行者を除く）
E39528,個人（組合発行者を除く）
E39529,個人（組合発行者を除く）
E39533,個人（組合発行者を除く）
E39534,個人（組合発行者を除く）
E39536,内国法人・組合（有価証券報告書等の提出義務者以外）
E39537,個人（組合発行者を除く）
E39539,個人（組合発行者を除く）
E39540,個人（組合発行者を除く）
E39541,外国法人・組合（有価証券報告書等の提出義務者以外）
E39546,個人（組合発行者を除く）
E39547,個人（組合発行者を除く）
E39548,外国法人・組合（有価証券報告書等の提出義務者以外）
E39549,内国法人・組合（有価証券報告書等の提出義務者以外）
E39550,個人（組合発行者を除く）
E39551,個人（組合発行者を除く）
E39556,内国法人・組合（有価証券報告書等の提出義務者以外）
E39558,個人（組合発行者を除く）
E39560,個人（非居住者）（組合発行者を除く）
E39561,外国法人・組合（有価証券報告書等の提出義務者以外）
E39562,個人（組合発行者を除く）
E39563,個人（組合発行者を除く）
E39565,個人（組合発行者を除く）
E39566,個人（組合発行者を除く）
E39569,個人（組合発行者を除く）
E39570,個人（組合発行者を除く）
E39575,個人（組合発行者を除く）
E39576,内国法人・組合（有価証券報告書等の提出義務者以外）
E39577,内国法人・組合（有価証券報告書等の提出義務者以外）
E39578,内国法人・組合（有価証券報告書等の提出義務者以外）
E39580,内国法人・組合（有価証券報告書等の提出義務者以外）
E39581,内国法人・組合（有価証券報告書等の提出義務者以外）
E39582,内国法人・組合（有価証券報告書等の提出義務者以外）
E39584,内国法人・組合（有価証券報告書等の提出義務者以外）
E39585,個人（組合発行者を除く）
E39589,個人（組合発行者を除く）
E39590,個人（組合発行者を除く）
E39591,不動産業
E39592,その他金融業
E39593,内国法人・組合（有価証券報告書等の提出義務者以外）
E39594,個人（組合発行者を除く）
E39595,内国法人・組合（有価証券報告書等の提出義務者以外）
E39598,内国法人・組合（有価証券報告書等の提出義務者以外）
E39601,内国法人・組合（有価証券報告書等の提出義務者以外）
E39603,個人（組合発行者を除く）
E39606,個人（組合発行者を除く）
E39607,個人（組合発行者を除く）
E39608,外国法人・組合（有価証券報告書等の提出義務者以外）
E39609,個人（組合発行者を除く）
E39610,内国法人・組合（有価証券報告書等の提出義務者以外）
E39611,内国法人・組合（有価証券報告書等の提出義務者以外）
E39612,個人（組合発行者を除く）
E39614,個人（組合発行者を除く）
E39615,個人（組合発行者を除く）
E39617,外国法人・組合（有価証券報告書等の提出義務者以外）
E39618,内国法人・組合（有価証券報告書等の提出義務者以外）
E39621,内国法人・組合（有価証券報告書等の提出義務者以外）
E39623,内国法人・組合（有価証券報告書等の提出義務者以外）
E39624,個人（組合発行者を除く）
E39626,個人（組合発行者を除く）
E39628,個人（組合発行者を除く）
E39629,個人（組合発行者を除く）
E39630,内国法人・組合（有価証券報告書等の提出義務者以外）
E39631,個人（組合発行者を除く）
E39636,個人（組合発行者を除く）
E39637,内国法人・組合（有価証券報告書等の提出義務者以外）
E39639,個人（組合発行者を除く）
E39640,サービス業
E39641,個人（組合発行者を除く）
E39643,内国法人・組合（有価証券報告書等の提出義務者以外）
E39645,医薬品
E39646,その他金融業
E39647,内国法人・組合（有価証券報告書等の提出義務者以外）
E39648,個人（組合発行者を除く）
E39650,個人（組合発行者を除く）
E39653,情報・通信業
E39655,内国法人・組合（有価証券報告書等の提出義務者以外）
E39657,内国法人・組合（有価証券報告書等の提出義務者以外）
E39659,個人（組合発行者を除く）
E39660,個人（組合発行者を除く）
E39661,サービス業
E39662,サービス業
E39664,内国法人・組合（有価証券報告書等の提出義務者以外）
E39665,外国法人・組合（有価証券報告書等の提出義務者以外）
E39666,個人（組合発行者を除く）
E39668,その他金融業
E39669,外国法人・組合（有価証券報告書等の提出義務者以外）
E39670,個人（組合発行者を除く）
E39671,建設業
E39672,個人（組合発行者を除く）
E39673,個人（組合発行者を除く）
E39674,個人（組合発行者を除く）
E39675,サービス業
E39676,内国法人・組合（有価証券報告書等の提出義務者以外）
E39677,建設業
E39685,内国法人・組合（有価証券報告書等の提出義務者以外）
E39687,内国法人・組合（有価証券報告書等の提出義務者以外）
E39691,情報・通信業
E39692,内国法人・組合（有価証券報告書等の提出義務者以外）
E39693,外国法人・組合（有価証券報告書等の提出義務者以外）
E39694,内国法人・組合（有価証券報告書等の提出義務者以外）
E39695,内国法人・組合（有価証券報告書等の提出義務者以外）
E39696,内国法人・組合（有価証券報告書等の提出義務者以外）
E39704,内国法人・組合（有価証券報告書等の提出義務者以外）
E39707,個人（組合発行者を除く）
E39708,情報・通信業
E39709,内国法人・組合（有価証券報告書等の提出義務者以外）
E39711,個人（組合発行者を除く）
E39714,個人（組合発行者を除く）
E39715,個人（組合発行者を除く）
E39716,個人（組合発行者を除く）
E39721,内国法人・組合（有価証券報告書等の提出義務者以外）
E39728,個人（組合発行者を除く）
E39729,建設業
E39731,内国法人・組合（有価証券報告書等の提出義務者以外）
E39732,サービス業
E39733,内国法人・組合（有価証券報告書等の提出義務者以外）
E39735,個人（組合発行者を除く）
E39736,個人（組合発行者を除く）
E39737,その他金融業
E39738,外国法人・組合（有価証券報告書等の提出義務者以外）
E39739,内国法人・組合（有価証券報告書等の提出義務者以外）
E39740,内国法人・組合（有価証券報告書等の提出義務者以外）
E39741,精密機器
E39742,個人（組合発行者を除く）
E39743,内国法人・組合（有価証券報告書等の提出義務者以外）
E39747,内国法人・組合（有価証券報告書等の提出義務者以外）
E39748,個人（組合発行者を除く）
E39749,内国法人・組合（有価証券報告書等の提出義務者以外）
E39750,内国法人・組合（有価証券報告書等の提出義務者以外）
E39751,医薬品
E39752,個人（組合発行者を除く）
E39756,内国法人・組合（有価証券報告書等の提出義務者以外）
E39757,個人（組合発行者を除く）
E39758,内国法人・組合（有価証券報告書等の提出義務者以外）
E39759,医薬品
E39760,情報・通信業
E39761,外国法人・組合（有価証券報告書等の提出義務者以外）
E39762,内国法人・組合（有価証券報告書等の提出義務者以外）
E39765,内国法人・組合（有価証券報告書等の提出義務者以外）
E39767,内国法人・組合（有価証券報告書等の提出義務者以外）
E39768,個人（組合発行者を除く）
E39776,内国法人・組合（有価証券報告書等の提出義務者以外）
E39777,個人（組合発行者を除く）
E39778,情報・通信業
E39779,内国法人・組合（有価証券報告書等の提出義務者以外）
E39780,個人（組合発行者を除く）
E39781,個人（組合発行者を除く）
E39782,個人（組合発行者を除く）
E39783,個人（組合発行者を除く）
E39784,外国法人・組合（有価証券報告書等の提出義務者以外）
E39785,建設業
E39786,個人（組合発行者を除く）
E39788,情報・通信業
E39790,個人（組合発行者を除く）
E39792,個人（組合発行者を除く）
E39797,内国法人・組合（有価証券報告書等の提出義務者以外）
E39798,外国法人・組合（有価証券報告書等の提出義務者以外）
E39800,個人（組合発行者を除く）
E39801,内国法人・組合（有価証券報告書等の提出義務者以外）
E39805,個人（組合発行者を除く）
E39807,個人（組合発行者を除く）
E39808,内国法人・組合（有価証券報告書等の提出義務者以外）
E39809,外国法人・組合（有価証券報告書等の提出義務者以外）
E39812,卸売業
E39813,内国法人・組合（有価証券報告書等の提出義務者以外）
E39814,個人（組合発行者を除く）
E39815,個人（組合発行者を除く）
E39818,内国法人・組合（有価証券報告書等の提出義務者以外）
E39820,内国法人・組合（有価証券報告書等の提出義務者以外）
E39827,外国法人・組合（有価証券報告書等の提出義務者以外）
E39828,外国法人・組合（有価証券報告書等の提出義務者以外）
E39829,外国法人・組合（有価証券報告書等の提出義務者以外）
E39830,外国法人・組合（有価証券報告書等の提出義務者以外）
E39831,外国法人・組合（有価証券報告書等の提出義務者以外）
E39832,外国法人・組合（有価証券報告書等の提出義務者以外）
E39838,個人（組合発行者を除く）
E39840,内国法人・組合（有価証券報告書等の提出義務者以外）
E39844,内国法人・組合（有価証券報告書等の提出義務者以外）
E39846,情報・通信業
E39848,個人（組合発行者を除く）
E39851,外国法人・組合（有価証券報告書等の提出義務者以外）
E39852,内国法人・組合（有価証券報告書等の提出義務者以外）
E39854,個人（組合発行者を除く）
E39856,外国法人・組合（有価証券報告書等の提出義務者以外）
E39857,個人（組合発行者を除く）
E39858,個人（組合発行者を除く）
E39860,個人（組合発行者を除く）
E39864,サービス業
E39868,内国法人・組合（有価証券報告書等の提出義務者以外）
E39871,外国法人・組合（有価証券報告書等の提出義務者以外）
E39872,個人（組合発行者を除く）
E39873,外国法人・組合（有価証券報告書等の提出義務者以外）
E39874,個人（組合発行者を除く）
E39875,個人（組合発行者を除く）
E39876,個人（組合発行者を除く）
E39877,内国法人・組合（有価証券報告書等の提出義務者以外）
E39880,個人（組合発行者を除く）
E39881,個人（組合発行者を除く）
E39885,内国法人・組合（有価証券報告書等の提出義務者以外）
E39886,内国法人・組合（有価証券報告書等の提出義務者以外）
E39888,内国法人・組合（有価証券報告書等の提出義務者以外）
E39890,個人（組合発行者を除く）
E39891,個人（組合発行者を除く）
E39892,精密機器
E39898,個人（組合発行者を除く）
E39899,個人（組合発行者を除く）
E39900,個人（組合発行者を除く）
E39901,個人（組合発行者を除く）
E39903,化学
E39906,情報・通信業
E39907,個人（組合発行者を除く）
E39908,個人（組合発行者を除く）
E39909,内国法人・組合（有価証券報告書等の提出義務者以外）
E39910,内国法人・組合（有価証券報告書等の提出義務者以外）
E39911,内国法人・組合（有価証券報告書等の提出義務者以外）
E39912,個人（組合発行者を除く）
E39913,個人（組合発行者を除く）
E39914,内国法人・組合（有価証券報告書等の提出義務者以外）
E39917,個人（組合発行者を除く）
E39920,サービス業
E39921,外国法人・組合（有価証券報告書等の提出義務者以外）
E39922,個人（組合発行者を除く）
E39923,外国法人・組合（有価証券報告書等の提出義務者以外）
E39924,個人（組合発行者を除く）
E39926,個人（組合発行者を除く）
E39927,内国法人・組合（有価証券報告書等の提出義務者以外）
E39928,小売業
E39929,内国法人・組合（有価証券報告書等の提出義務者以外）
E39930,個人（組合発行者を除く）
E39934,内国法人・組合（有価証券報告書等の提出義務者以外）
E39935,内国法人・組合（有価証券報告書等の提出義務者以外）
E39936,サービス業
E39937,個人（組合発行者を除く）
E39944,内国法人・組合（有価証券報告書等の提出義務者以外）
E39945,小売業
E39947,個人（組合発行者を除く）
E39948,内国法人・組合（有価証券報告書等の提出義務者以外）
E39949,個人（組合発行者を除く）
E39950,個人（組合発行者を除く）
E39951,個人（組合発行者を除く）
E39953,内国法人・組合（有価証券報告書等の提出義務者以外）
E39955,個人（組合発行者を除く）
E39956,個人（組合発行者を除く）
E39960,外国法人・組合（有価証券報告書等の提出義務者以外）
E39961,情報・通信業
E39962,外国法人・組合（有価証券報告書等の提出義務者以外）
E39963,個人（非居住者）（組合発行者を除く）
E39964,内国法人・組合（有価証券報告書等の提出義務者以外）
E39966,内国法人・組合（有価証券報告書等の提出義務者以外）
E39967,情報・通信業
E39968,情報・通信業
E39971,個人（組合発行者を除く）
E39976,内国法人・組合（有価証券報告書等の提出義務者以外）
E39978,個人（組合発行者を除く）
E39979,個人（組合発行者を除く）
E39980,内国法人・組合（有価証券報告書等の提出義務者以外）
E39984,個人（組合発行者を除く）
E39985,個人（組合発行者を除く）
E39990,内国法人・組合（有価証券報告書等の提出義務者以外）
E39992,内国法人・組合（有価証券報告書等の提出義務者以外）
E39993,外国政府等
E39994,内国法人・組合（有価証券報告書等の提出義務者以外）
E39995,内国法人・組合（有価証券報告書等の提出義務者以外）
E39998,内国法人・組合（有価証券報告書等の提出義務者以外）
E40001,外国法人・組合（有価証券報告書等の提出義務者以外）
E40002,個人（組合発行者を除く）
E40003,内国法人・組合（有価証券報告書等の提出義務者以外）
E40004,個人（組合発行者を除く）
E40005,個人（組合発行者を除く）
E40006,個人（組合発行者を除く）
E40007,内国法人・組合（有価証券報告書等の提出義務者以外）
E40009,個人（組合発行者を除く）
E40018,サービス業
E40019,サービス業
E40021,個人（組合発行者を除く）
E40024,内国法人・組合（有価証券報告書等の提出義務者以外）
E40025,内国法人・組合（有価証券報告書等の提出義務者以外）
E40026,個人（組合発行者を除く）
E40027,内国法人・組合（有価証券報告書等の提出義務者以外）
E40028,個人（組合発行者を除く）
E40029,内国法人・組合（有価証券報告書等の提出義務者以外）
E40034,情報・通信業
E40035,個人（組合発行者を除く）
E40036,個人（組合発行者を除く）
E40037,内国法人・組合（有価証券報告書等の提出義務者以外）
E40038,内国法人・組合（有価証券報告書等の提出義務者以外）
E40039,個人（組合発行者を除く）
E40040,内国法人・組合（有価証券報告書等の提出義務者以外）
E40041,個人（組合発行者を除く）
E40044,内国法人・組合（有価証券報告書等の提出義務者以外）
E40047,内国法人・組合（有価証券報告書等の提出義務者以外）
E40049,内国法人・組合（有価証券報告書等の提出義務者以外）
E40052,個人（組合発行者を除く）
E40053,外国法人・組合（有価証券報告書等の提出義務者以外）
E40054,個人（組合発行者を除く）
E40057,内国法人・組合（有価証券報告書等の提出義務者以外）
E40058,情報・通信業
E40060,情報・通信業
E40065,内国法人・組合（有価証券報告書等の提出義務者以外）
E40066,小売業
E40067,個人（組合発行者を除く）
E40069,個人（組合発行者を除く）
E40070,個人（組合発行者を除く）
E40073,内国法人・組合（有価証券報告書等の提出義務者以外）
E40074,その他製品
E40076,個人（組合発行者を除く）
E40077,個人（組合発行者を除く）
E40082,個人（組合発行者を除く）
E40083,個人（組合発行者を除く）
E40084,個人（組合発行者を除く）
E40088,内国法人・組合（有価証券報告書等の提出義務者以外）
