ＥＤＩＮＥＴコード,提出者業種
E00004,水産・農林業
E00006,水産・農林業
E00007,水産・農林業
E00008,水産・農林業
E00009,水産・農林業
E00010,水産・農林業
E00011,建設業
E00012,水産・農林業
E00014,水産・農林業
E00015,水産・農林業
E00017,卸売業
E00021,非鉄金属
E00023,非鉄金属
E00024,非鉄金属
E00026,非鉄金属
E00027,非鉄金属
E00028,非鉄金属
E00030,石油・石炭製品
E00032,非鉄金属
E00033,サービス業
E00034,卸売業
E00035,機械
E00036,鉱業
E00037,その他製品
E00041,鉱業
E00043,鉱業
E00045,鉱業
E00048,建設業
E00049,建設業
E00050,内国法人・組合（有価証券報告書等の提出義務者以外）
E00051,建設業
E00052,建設業
E00053,建設業
E00055,建設業
E00056,建設業
E00057,内国法人・組合（有価証券報告書等の提出義務者以外）
E00058,建設業
E00059,建設業
E00060,建設業
E00061,建設業
E00063,建設業
E00064,建設業
E00065,建設業
E00066,建設業
E00067,建設業
E00069,建設業
E00073,建設業
E00074,建設業
E00075,建設業
E00076,建設業
E00078,サービス業
E00079,建設業
E00080,建設業
E00081,建設業
E00082,建設業
E00083,建設業
E00085,建設業
E00086,建設業
E00090,建設業
E00091,金属製品
E00092,建設業
E00093,建設業
E00094,建設業
E00095,建設業
E00097,建設業
E00098,建設業
E00099,建設業
E00101,建設業
E00105,建設業
E00107,建設業
E00109,建設業
E00112,建設業
E00113,建設業
E00114,建設業
E00115,建設業
E00116,建設業
E00117,建設業
E00118,建設業
E00119,建設業
E00120,建設業
E00121,建設業
E00127,内国法人・組合（有価証券報告書等の提出義務者以外）
E00129,内国法人・組合（有価証券報告書等の提出義務者以外）
E00130,建設業
E00133,建設業
E00135,建設業
E00137,建設業
E00138,建設業
E00142,建設業
E00143,建設業
E00144,建設業
E00146,建設業
E00147,建設業
E00148,建設業
E00149,建設業
E00153,建設業
E00156,建設業
E00157,卸売業
E00161,建設業
E00165,不動産業
E00167,建設業
E00168,建設業
E00169,建設業
E00170,建設業
E00173,建設業
E00174,建設業
E00175,建設業
E00176,建設業
E00178,建設業
E00179,建設業
E00181,建設業
E00182,建設業
E00183,建設業
E00184,建設業
E00185,建設業
E00187,サービス業
E00189,建設業
E00191,内国法人・組合（有価証券報告書等の提出義務者以外）
E00193,建設業
E00194,建設業
E00196,建設業
E00197,建設業
E00198,建設業
E00200,建設業
E00201,建設業
E00202,建設業
E00204,建設業
E00207,建設業
E00208,サービス業
E00209,建設業
E00210,情報・通信業
E00211,内国法人・組合（有価証券報告書等の提出義務者以外）
E00213,建設業
E00218,建設業
E00221,建設業
E00222,建設業
E00225,建設業
E00227,建設業
E00231,建設業
E00232,建設業
E00233,建設業
E00235,建設業
E00238,建設業
E00239,建設業
E00240,建設業
E00242,建設業
E00246,建設業
E00248,建設業
E00250,建設業
E00251,建設業
E00252,建設業
E00253,建設業
E00254,建設業
E00255,建設業
E00258,建設業
E00259,建設業
E00260,建設業
E00263,建設業
E00264,内国法人・組合（有価証券報告書等の提出義務者以外）
E00265,建設業
E00267,建設業
E00268,建設業
E00271,建設業
E00272,建設業
E00273,建設業
E00276,建設業
E00277,建設業
E00279,建設業
E00281,建設業
E00282,建設業
E00285,建設業
E00287,建設業
E00288,建設業
E00299,建設業
E00302,内国法人・組合（有価証券報告書等の提出義務者以外）
E00303,建設業
E00304,建設業
E00306,建設業
E00308,建設業
E00309,内国法人・組合（有価証券報告書等の提出義務者以外）
E00311,不動産業
E00312,建設業
E00313,建設業
E00315,建設業
E00316,建設業
E00317,建設業
E00318,内国法人・組合（有価証券報告書等の提出義務者以外）
E00320,建設業
E00322,建設業
E00323,建設業
E00325,建設業
E00327,建設業
E00329,建設業
E00331,食料品
E00334,食料品
E00335,食料品
E00336,内国法人・組合（有価証券報告書等の提出義務者以外）
E00337,食料品
E00341,食料品
E00342,食料品
E00343,食料品
E00344,水産・農林業
E00345,食料品
E00346,食料品
E00347,食料品
E00348,食料品
E00350,食料品
E00351,食料品
E00352,内国法人・組合（有価証券報告書等の提出義務者以外）
E00354,食料品
E00355,食料品
E00356,食料品
E00360,食料品
E00361,食料品
E00362,不動産業
E00365,食料品
E00366,食料品
E00367,食料品
E00368,食料品
E00369,食料品
E00371,食料品
E00372,食料品
E00373,食料品
E00374,食料品
E00375,食料品
E00376,食料品
E00377,食料品
E00378,食料品
E00380,食料品
E00381,食料品
E00382,食料品
E00384,内国法人・組合（有価証券報告書等の提出義務者以外）
E00385,食料品
E00386,食料品
E00387,食料品
E00388,食料品
E00389,食料品
E00390,小売業
E00392,食料品
E00393,食料品
E00394,食料品
E00395,食料品
E00396,食料品
E00397,食料品
E00399,内国法人・組合（有価証券報告書等の提出義務者以外）
E00400,食料品
E00405,食料品
E00406,食料品
E00408,食料品
E00410,食料品
E00411,内国法人・組合（有価証券報告書等の提出義務者以外）
E00414,食料品
E00417,食料品
E00421,食料品
E00422,食料品
E00423,食料品
E00424,食料品
E00428,食料品
E00430,食料品
E00431,食料品
E00432,内国法人・組合（有価証券報告書等の提出義務者以外）
E00433,食料品
E00434,食料品
E00435,食料品
E00436,食料品
E00437,食料品
E00439,食料品
E00442,食料品
E00443,食料品
E00444,食料品
E00446,食料品
E00447,食料品
E00448,化学
E00449,内国法人・組合（有価証券報告書等の提出義務者以外）
E00452,食料品
E00453,食料品
E00454,食料品
E00456,卸売業
E00457,食料品
E00458,食料品
E00461,食料品
E00462,食料品
E00464,食料品
E00465,食料品
E00466,食料品
E00467,食料品
E00469,食料品
E00471,食料品
E00472,食料品
E00473,食料品
E00474,食料品
E00475,食料品
E00476,食料品
E00477,食料品
E00478,食料品
E00480,食料品
E00481,食料品
E00482,食料品
E00484,食料品
E00485,食料品
E00486,食料品
E00487,食料品
E00488,食料品
E00491,食料品
E00492,食料品
E00493,食料品
E00494,食料品
E00495,食料品
E00496,食料品
E00497,食料品
E00498,食料品
E00501,食料品
E00502,食料品
E00503,食料品
E00505,食料品
E00506,食料品
E00507,食料品
E00508,食料品
E00510,食料品
E00511,食料品
E00512,食料品
E00513,食料品
E00514,食料品
E00515,食料品
E00518,小売業
E00520,繊維製品
E00521,サービス業
E00523,不動産業
E00524,繊維製品
E00525,化学
E00527,繊維製品
E00528,繊維製品
E00529,卸売業
E00530,繊維製品
E00531,繊維製品
E00534,繊維製品
E00536,内国法人・組合（有価証券報告書等の提出義務者以外）
E00540,輸送用機器
E00541,証券、商品先物取引業
E00542,ガラス・土石製品
E00543,繊維製品
E00544,電気機器
E00545,サービス業
E00547,繊維製品
E00550,繊維製品
E00551,内国法人・組合（有価証券報告書等の提出義務者以外）
E00552,繊維製品
E00555,繊維製品
E00556,繊維製品
E00558,卸売業
E00559,繊維製品
E00562,繊維製品
E00563,繊維製品
E00565,繊維製品
E00566,繊維製品
E00567,繊維製品
E00568,不動産業
E00569,繊維製品
E00570,卸売業
E00571,繊維製品
E00572,繊維製品
E00573,繊維製品
E00574,繊維製品
E00576,不動産業
E00577,繊維製品
E00578,繊維製品
E00584,繊維製品
E00585,小売業
E00590,繊維製品
E00591,繊維製品
E00593,繊維製品
E00596,繊維製品
E00598,繊維製品
E00600,繊維製品
E00601,繊維製品
E00603,繊維製品
E00604,繊維製品
E00605,繊維製品
E00607,繊維製品
E00609,小売業
E00610,繊維製品
E00612,内国法人・組合（有価証券報告書等の提出義務者以外）
E00614,繊維製品
E00616,繊維製品
E00617,繊維製品
E00619,その他製品
E00621,その他製品
E00623,内国法人・組合（有価証券報告書等の提出義務者以外）
E00624,内国法人・組合（有価証券報告書等の提出義務者以外）
E00628,内国法人・組合（有価証券報告書等の提出義務者以外）
E00630,その他製品
E00631,その他製品
E00632,その他製品
E00633,その他製品
E00635,その他製品
E00636,その他製品
E00639,その他製品
E00640,その他製品
E00642,パルプ・紙
E00644,パルプ・紙
E00645,パルプ・紙
E00649,パルプ・紙
E00650,パルプ・紙
E00652,その他製品
E00659,パルプ・紙
E00660,パルプ・紙
E00664,パルプ・紙
E00667,その他製品
E00668,パルプ・紙
E00669,パルプ・紙
E00670,その他製品
E00674,パルプ・紙
E00675,パルプ・紙
E00677,パルプ・紙
E00678,化学
E00679,その他製品
E00681,パルプ・紙
E00682,パルプ・紙
E00685,パルプ・紙
E00686,パルプ・紙
E00687,パルプ・紙
E00688,パルプ・紙
E00690,パルプ・紙
E00691,パルプ・紙
E00692,その他製品
E00693,その他製品
E00694,その他製品
E00695,その他製品
E00696,その他製品
E00697,その他製品
E00698,その他製品
E00699,その他製品
E00701,その他製品
E00703,その他製品
E00704,その他製品
E00705,小売業
E00707,情報・通信業
E00708,パルプ・紙
E00709,情報・通信業
E00710,その他製品
E00711,その他製品
E00712,その他製品
E00713,その他製品
E00714,パルプ・紙
E00715,その他製品
E00716,その他製品
E00717,情報・通信業
E00718,その他製品
E00719,その他製品
E00720,その他製品
E00721,情報・通信業
E00722,その他製品
E00723,情報・通信業
E00724,その他製品
E00725,その他製品
E00726,その他製品
E00728,情報・通信業
E00730,その他製品
E00732,内国法人・組合（有価証券報告書等の提出義務者以外）
E00733,情報・通信業
E00734,その他製品
E00735,その他製品
E00736,情報・通信業
E00737,パルプ・紙
E00738,その他製品
E00740,内国法人・組合（有価証券報告書等の提出義務者以外）
E00744,サービス業
E00745,その他金融業
E00746,その他製品
E00748,その他製品
E00751,化学
E00752,化学
E00753,化学
E00754,化学
E00755,化学
E00759,化学
E00760,化学
E00761,化学
E00762,化学
E00763,ガラス・土石製品
E00764,化学
E00765,化学
E00766,化学
E00767,化学
E00768,化学
E00769,化学
E00770,化学
E00771,化学
E00772,化学
E00773,化学
E00774,化学
E00775,電気機器
E00776,化学
E00777,化学
E00780,化学
E00781,化学
E00783,化学
E00784,化学
E00786,化学
E00787,化学
E00788,内国法人・組合（有価証券報告書等の提出義務者以外）
E00789,化学
E00791,化学
E00792,化学
E00794,機械
E00796,化学
E00804,化学
E00805,化学
E00806,化学
E00808,化学
E00809,化学
E00810,化学
E00811,化学
E00812,化学
E00813,化学
E00815,化学
E00816,医薬品
E00817,内国法人・組合（有価証券報告書等の提出義務者以外）
E00818,化学
E00819,化学
E00820,化学
E00821,化学
E00823,化学
E00824,化学
E00828,化学
E00829,化学
E00830,化学
E00831,化学
E00832,化学
E00834,化学
E00836,化学
E00837,化学
E00838,化学
E00839,化学
E00840,化学
E00841,化学
E00842,化学
E00844,化学
E00845,化学
E00846,非鉄金属
E00848,医薬品
E00850,化学
E00851,内国法人・組合（有価証券報告書等の提出義務者以外）
E00852,化学
E00854,化学
E00855,化学
E00857,化学
E00858,化学
E00859,内国法人・組合（有価証券報告書等の提出義務者以外）
E00860,化学
E00861,化学
E00863,化学
E00865,化学
E00866,化学
E00867,化学
E00868,化学
E00871,化学
E00872,繊維製品
E00873,繊維製品
E00875,内国法人・組合（有価証券報告書等の提出義務者以外）
E00876,化学
E00877,化学
E00878,化学
E00879,化学
E00880,化学
E00881,食料品
E00882,化学
E00883,化学
E00884,化学
E00885,化学
E00886,化学
E00887,化学
E00888,化学
E00889,内国法人・組合（有価証券報告書等の提出義務者以外）
E00890,化学
E00891,化学
E00892,化学
E00893,化学
E00895,化学
E00896,化学
E00897,化学
E00898,化学
E00899,化学
E00900,化学
E00901,化学
E00902,化学
E00903,化学
E00904,化学
E00905,化学
E00906,化学
E00907,内国法人・組合（有価証券報告書等の提出義務者以外）
E00909,化学
E00910,化学
E00911,化学
E00912,その他製品
E00913,化学
E00915,化学
E00916,化学
E00917,化学
E00919,医薬品
E00920,医薬品
E00922,医薬品
E00923,医薬品
E00924,内国法人・組合（有価証券報告書等の提出義務者以外）
E00926,不動産業
E00928,医薬品
E00929,医薬品
E00931,医薬品
E00932,医薬品
E00934,医薬品
E00935,医薬品
E00937,化学
E00939,医薬品
E00941,医薬品
E00942,医薬品
E00944,医薬品
E00945,医薬品
E00947,医薬品
E00948,医薬品
E00949,医薬品
E00952,食料品
E00953,医薬品
E00954,医薬品
E00955,医薬品
E00956,医薬品
E00957,医薬品
E00959,医薬品
E00960,内国法人・組合（有価証券報告書等の提出義務者以外）
E00961,医薬品
E00962,医薬品
E00963,内国法人・組合（有価証券報告書等の提出義務者以外）
E00965,医薬品
E00966,内国法人・組合（有価証券報告書等の提出義務者以外）
E00967,サービス業
E00970,医薬品
E00971,医薬品
E00973,医薬品
E00974,医薬品
E00975,医薬品
E00976,内国法人・組合（有価証券報告書等の提出義務者以外）
E00977,医薬品
E00978,医薬品
E00981,医薬品
E00982,医薬品
E00984,医薬品
E00985,医薬品
E00986,医薬品
E00987,医薬品
E00988,化学
E00989,電気機器
E00990,化学
E00991,化学
E00993,化学
E00994,化学
E00995,化学
E00996,繊維製品
E01000,化学
E01001,化学
E01002,化学
E01003,化学
E01005,石油・石炭製品
E01006,化学
E01007,化学
E01008,化学
E01009,化学
E01010,化学
E01011,化学
E01012,化学
E01013,化学
E01014,化学
E01015,化学
E01016,内国法人・組合（有価証券報告書等の提出義務者以外）
E01018,医薬品
E01019,化学
E01020,化学
E01021,内国法人・組合（有価証券報告書等の提出義務者以外）
E01024,化学
E01027,化学
E01028,化学
E01031,化学
E01032,化学
E01033,化学
E01034,化学
E01035,化学
E01037,内国法人・組合（有価証券報告書等の提出義務者以外）
E01039,化学
E01040,化学
E01041,化学
E01043,化学
E01044,化学
E01045,化学
E01046,化学
E01047,化学
E01048,化学
E01049,化学
E01050,化学
E01051,化学
E01052,化学
E01053,その他製品
E01054,化学
E01055,化学
E01056,化学
E01057,化学
E01058,化学
E01059,化学
E01060,化学
E01061,化学
E01062,化学
E01063,化学
E01064,食料品
E01065,化学
E01066,化学
E01068,化学
E01069,内国法人・組合（有価証券報告書等の提出義務者以外）
E01070,石油・石炭製品
E01072,内国法人・組合（有価証券報告書等の提出義務者以外）
E01073,石油・石炭製品
E01074,卸売業
E01075,卸売業
E01076,卸売業
E01077,石油・石炭製品
E01078,小売業
E01080,石油・石炭製品
E01081,非鉄金属
E01082,石油・石炭製品
E01083,石油・石炭製品
E01084,石油・石炭製品
E01085,ゴム製品
E01086,ゴム製品
E01088,ゴム製品
E01089,ゴム製品
E01090,ゴム製品
E01092,ゴム製品
E01094,ゴム製品
E01095,ゴム製品
E01096,化学
E01097,ゴム製品
E01098,ゴム製品
E01099,ゴム製品
E01100,ゴム製品
E01103,化学
E01104,輸送用機器
E01107,ゴム製品
E01108,輸送用機器
E01109,ゴム製品
E01110,ゴム製品
E01111,ゴム製品
E01112,ゴム製品
E01113,ゴム製品
E01114,ゴム製品
E01115,ゴム製品
E01118,その他製品
E01120,その他製品
E01121,ガラス・土石製品
E01122,ガラス・土石製品
E01123,ガラス・土石製品
E01124,精密機器
E01126,ガラス・土石製品
E01127,ガラス・土石製品
E01128,ガラス・土石製品
E01130,ガラス・土石製品
E01131,ガラス・土石製品
E01132,ガラス・土石製品
E01134,ガラス・土石製品
E01135,ガラス・土石製品
E01136,ガラス・土石製品
E01137,ガラス・土石製品
E01138,ガラス・土石製品
E01139,ガラス・土石製品
E01140,ガラス・土石製品
E01141,ガラス・土石製品
E01142,ガラス・土石製品
E01143,ガラス・土石製品
E01145,内国法人・組合（有価証券報告書等の提出義務者以外）
E01146,ガラス・土石製品
E01147,ガラス・土石製品
E01149,ガラス・土石製品
E01150,ガラス・土石製品
E01151,ガラス・土石製品
E01152,化学
E01156,サービス業
E01157,ガラス・土石製品
E01161,建設業
E01162,ガラス・土石製品
E01163,ガラス・土石製品
E01164,化学
E01165,ガラス・土石製品
E01166,ガラス・土石製品
E01168,ガラス・土石製品
E01169,ガラス・土石製品
E01170,ガラス・土石製品
E01172,化学
E01173,ガラス・土石製品
E01174,ガラス・土石製品
E01176,ガラス・土石製品
E01177,ガラス・土石製品
E01180,ガラス・土石製品
E01182,電気機器
E01183,精密機器
E01185,ガラス・土石製品
E01186,ガラス・土石製品
E01188,ガラス・土石製品
E01190,ガラス・土石製品
E01191,ガラス・土石製品
E01195,ガラス・土石製品
E01197,ガラス・土石製品
E01200,ガラス・土石製品
E01202,不動産業
E01204,ガラス・土石製品
E01205,ガラス・土石製品
E01206,ガラス・土石製品
E01207,ガラス・土石製品
E01208,卸売業
E01209,ガラス・土石製品
E01210,ガラス・土石製品
E01211,ガラス・土石製品
E01212,ガラス・土石製品
E01215,ガラス・土石製品
E01216,ガラス・土石製品
E01217,ガラス・土石製品
E01218,ガラス・土石製品
E01219,ガラス・土石製品
E01221,精密機器
E01222,ガラス・土石製品
E01223,ガラス・土石製品
E01225,鉄鋼
E01226,内国法人・組合（有価証券報告書等の提出義務者以外）
E01229,鉄鋼
E01230,輸送用機器
E01231,鉄鋼
E01232,機械
E01233,鉄鋼
E01234,鉄鋼
E01235,鉄鋼
E01236,鉄鋼
E01238,鉄鋼
E01239,鉄鋼
E01240,鉄鋼
E01242,鉄鋼
E01243,鉄鋼
E01244,鉄鋼
E01245,鉄鋼
E01247,鉄鋼
E01249,鉄鋼
E01251,鉄鋼
E01253,鉄鋼
E01254,鉄鋼
E01256,鉄鋼
E01257,鉄鋼
E01259,鉄鋼
E01260,鉄鋼
E01261,鉄鋼
E01262,鉄鋼
E01263,鉄鋼
E01264,鉄鋼
E01265,鉄鋼
E01266,鉄鋼
E01267,機械
E01268,鉄鋼
E01269,鉄鋼
E01275,鉄鋼
E01276,鉄鋼
E01277,機械
E01280,鉄鋼
E01282,鉄鋼
E01283,鉄鋼
E01284,鉄鋼
E01287,鉄鋼
E01289,鉄鋼
E01290,輸送用機器
E01292,鉄鋼
E01294,鉄鋼
E01296,鉄鋼
E01297,卸売業
E01298,金属製品
E01299,内国法人・組合（有価証券報告書等の提出義務者以外）
E01300,非鉄金属
E01301,非鉄金属
E01303,非鉄金属
E01305,非鉄金属
E01308,非鉄金属
E01315,鉄鋼
E01317,金属製品
E01318,非鉄金属
E01320,金属製品
E01321,非鉄金属
E01324,卸売業
E01325,金属製品
E01327,非鉄金属
E01329,非鉄金属
E01330,非鉄金属
E01331,非鉄金属
E01332,非鉄金属
E01333,非鉄金属
E01334,非鉄金属
E01336,非鉄金属
E01337,非鉄金属
E01338,非鉄金属
E01343,非鉄金属
E01348,非鉄金属
E01350,非鉄金属
E01351,非鉄金属
E01352,非鉄金属
E01353,金属製品
E01354,金属製品
E01355,金属製品
E01358,建設業
E01362,金属製品
E01364,金属製品
E01365,金属製品
E01366,金属製品
E01367,金属製品
E01368,金属製品
E01369,金属製品
E01370,金属製品
E01372,機械
E01373,金属製品
E01375,金属製品
E01376,金属製品
E01377,機械
E01378,金属製品
E01379,非鉄金属
E01380,金属製品
E01381,金属製品
E01382,金属製品
E01385,金属製品
E01391,その他製品
E01393,金属製品
E01394,建設業
E01395,金属製品
E01396,金属製品
E01397,金属製品
E01398,卸売業
E01399,金属製品
E01400,金属製品
E01401,内国法人・組合（有価証券報告書等の提出義務者以外）
E01402,金属製品
E01403,金属製品
E01405,金属製品
E01408,金属製品
E01409,金属製品
E01411,金属製品
E01412,金属製品
E01413,金属製品
E01414,機械
E01415,金属製品
E01417,金属製品
E01419,金属製品
E01420,金属製品
E01421,金属製品
E01422,金属製品
E01425,金属製品
E01426,金属製品
E01427,金属製品
E01428,その他製品
E01430,金属製品
E01431,金属製品
E01433,金属製品
E01434,機械
E01435,金属製品
E01436,金属製品
E01437,金属製品
E01438,金属製品
E01439,金属製品
E01441,金属製品
E01442,金属製品
E01443,金属製品
E01444,金属製品
E01445,金属製品
E01446,金属製品
E01448,金属製品
E01451,金属製品
E01452,金属製品
E01454,機械
E01456,機械
E01457,内国法人・組合（有価証券報告書等の提出義務者以外）
E01459,その他製品
E01460,金属製品
E01461,金属製品
E01462,金属製品
E01464,金属製品
E01465,機械
E01466,金属製品
E01469,機械
E01470,内国法人・組合（有価証券報告書等の提出義務者以外）
E01471,輸送用機器
E01474,輸送用機器
E01475,機械
E01477,輸送用機器
E01478,機械
E01480,機械
E01481,機械
E01482,機械
E01484,機械
E01486,機械
E01488,機械
E01490,内国法人・組合（有価証券報告書等の提出義務者以外）
E01492,機械
E01493,機械
E01494,内国法人・組合（有価証券報告書等の提出義務者以外）
E01495,機械
E01496,機械
E01499,機械
E01502,機械
E01503,機械
E01504,機械
E01505,機械
E01506,機械
E01507,機械
E01508,機械
E01509,機械
E01510,機械
E01511,機械
E01513,機械
E01514,輸送用機器
E01515,機械
E01516,内国法人・組合（有価証券報告書等の提出義務者以外）
E01518,機械
E01521,機械
E01524,機械
E01528,機械
E01529,機械
E01531,機械
E01532,機械
E01533,機械
E01534,機械
E01536,機械
E01537,機械
E01538,機械
E01539,機械
E01541,機械
E01542,機械
E01543,機械
E01544,機械
E01545,機械
E01546,機械
E01547,機械
E01548,機械
E01550,機械
E01551,機械
E01553,内国法人・組合（有価証券報告書等の提出義務者以外）
E01554,機械
E01562,内国法人・組合（有価証券報告書等の提出義務者以外）
E01563,機械
E01566,機械
E01568,機械
E01569,建設業
E01570,機械
E01571,機械
E01572,機械
E01573,機械
E01575,建設業
E01577,建設業
E01578,機械
E01580,機械
E01581,機械
E01583,機械
E01584,機械
E01585,機械
E01587,精密機器
E01589,電気機器
E01590,機械
E01591,精密機器
E01593,輸送用機器
E01594,電気機器
E01595,機械
E01596,機械
E01597,機械
E01598,機械
E01599,機械
E01600,機械
E01601,機械
E01602,機械
E01603,機械
E01606,機械
E01607,電気機器
E01608,内国法人・組合（有価証券報告書等の提出義務者以外）
E01609,機械
E01610,機械
E01612,機械
E01613,機械
E01615,機械
E01617,機械
E01618,機械
E01619,卸売業
E01620,機械
E01622,機械
E01624,機械
E01627,機械
E01628,機械
E01629,機械
E01630,精密機器
E01631,機械
E01632,機械
E01634,機械
E01635,機械
E01636,機械
E01641,機械
E01642,機械
E01643,機械
E01644,輸送用機器
E01645,機械
E01646,機械
E01647,機械
E01648,機械
E01649,機械
E01650,機械
E01651,機械
E01652,機械
E01653,輸送用機器
E01654,機械
E01656,その他製品
E01657,機械
E01658,機械
E01659,金属製品
E01660,機械
E01661,建設業
E01662,機械
E01663,機械
E01666,機械
E01667,機械
E01669,機械
E01670,機械
E01671,機械
E01672,機械
E01673,機械
E01675,機械
E01676,機械
E01677,機械
E01678,機械
E01681,内国法人・組合（有価証券報告書等の提出義務者以外）
E01682,機械
E01683,機械
E01684,機械
E01685,機械
E01686,卸売業
E01688,金属製品
E01690,機械
E01692,機械
E01693,機械
E01694,機械
E01695,機械
E01696,機械
E01697,機械
E01698,機械
E01699,機械
E01700,内国法人・組合（有価証券報告書等の提出義務者以外）
E01701,機械
E01703,内国法人・組合（有価証券報告書等の提出義務者以外）
E01704,機械
E01705,機械
E01706,機械
E01707,機械
E01708,機械
E01710,機械
E01711,機械
E01712,機械
E01713,機械
E01714,機械
E01715,機械
E01716,機械
E01717,電気機器
E01718,機械
E01719,機械
E01721,機械
E01723,機械
E01724,機械
E01725,機械
E01726,機械
E01727,機械
E01728,機械
E01729,機械
E01730,機械
E01731,機械
E01733,機械
E01734,機械
E01735,機械
E01737,電気機器
E01738,電気機器
E01739,電気機器
E01740,電気機器
E01741,電気機器
E01742,電気機器
E01743,電気機器
E01744,電気機器
E01745,機械
E01746,内国法人・組合（有価証券報告書等の提出義務者以外）
E01747,電気機器
E01748,電気機器
E01750,電気機器
E01751,電気機器
E01752,電気機器
E01753,輸送用機器
E01754,電気機器
E01755,電気機器
E01757,電気機器
E01758,電気機器
E01759,電気機器
E01760,電気機器
E01761,機械
E01762,電気機器
E01764,電気機器
E01765,電気機器
E01766,電気機器
E01767,電気機器
E01768,電気機器
E01769,電気機器
E01770,電気機器
E01771,電気機器
E01772,電気機器
E01773,電気機器
E01774,電気機器
E01775,電気機器
E01776,電気機器
E01777,電気機器
E01780,電気機器
E01782,電気機器
E01785,電気機器
E01786,電気機器
E01787,情報・通信業
E01790,電気機器
E01792,電気機器
E01793,電気機器
E01794,内国法人・組合（有価証券報告書等の提出義務者以外）
E01795,電気機器
E01797,電気機器
E01798,電気機器
E01802,電気機器
E01803,電気機器
E01804,内国法人・組合（有価証券報告書等の提出義務者以外）
E01805,電気機器
E01806,電気機器
E01807,電気機器
E01808,電気機器
E01811,電気機器
E01813,化学
E01814,電気機器
E01815,電気機器
E01816,電気機器
E01817,電気機器
E01819,電気機器
E01821,電気機器
E01823,内国法人・組合（有価証券報告書等の提出義務者以外）
E01824,電気機器
E01827,電気機器
E01828,電気機器
E01830,電気機器
E01831,電気機器
E01832,電気機器
E01833,電気機器
E01834,その他製品
E01839,電気機器
E01840,電気機器
E01841,電気機器
E01842,電気機器
E01843,電気機器
E01847,電気機器
E01848,電気機器
E01849,電気機器
E01850,電気機器
E01855,建設業
E01856,電気機器
E01857,電気機器
E01859,電気機器
E01860,電気機器
E01862,情報・通信業
E01863,内国法人・組合（有価証券報告書等の提出義務者以外）
E01864,電気機器
E01865,電気機器
E01867,電気機器
E01870,電気機器
E01871,電気機器
E01873,電気機器
E01874,電気機器
E01875,電気機器
E01876,電気機器
E01878,電気機器
E01879,電気機器
E01880,電気機器
E01884,電気機器
E01885,電気機器
E01886,電気機器
E01887,電気機器
E01888,化学
E01891,電気機器
E01892,輸送用機器
E01896,電気機器
E01897,電気機器
E01898,輸送用機器
E01899,電気機器
E01901,電気機器
E01902,電気機器
E01903,電気機器
E01904,電気機器
E01905,電気機器
E01906,電気機器
E01907,電気機器
E01909,機械
E01912,電気機器
E01913,機械
E01914,電気機器
E01916,輸送用機器
E01917,電気機器
E01918,電気機器
E01920,機械
E01921,電気機器
E01925,電気機器
E01926,電気機器
E01928,電気機器
E01929,電気機器
E01930,機械
E01932,電気機器
E01933,電気機器
E01934,電気機器
E01935,電気機器
E01937,内国法人・組合（有価証券報告書等の提出義務者以外）
E01939,電気機器
E01940,電気機器
E01942,電気機器
E01944,電気機器
E01946,電気機器
E01947,電気機器
E01950,電気機器
E01951,電気機器
E01952,電気機器
E01953,電気機器
E01954,電気機器
E01955,電気機器
E01956,情報・通信業
E01957,電気機器
E01959,電気機器
E01960,電気機器
E01961,機械
E01964,内国法人・組合（有価証券報告書等の提出義務者以外）
E01965,電気機器
E01966,電気機器
E01967,電気機器
E01968,電気機器
E01969,電気機器
E01970,電気機器
E01971,電気機器
E01972,情報・通信業
E01973,機械
E01974,電気機器
E01975,電気機器
E01977,電気機器
E01978,情報・通信業
E01979,電気機器
E01981,機械
E01983,電気機器
E01984,電気機器
E01985,電気機器
E01986,電気機器
E01987,サービス業
E01988,電気機器
E01989,電気機器
E01991,電気機器
E01992,電気機器
E01993,電気機器
E01994,電気機器
E01995,電気機器
E01997,精密機器
E01998,電気機器
E01999,電気機器
E02000,機械
E02002,化学
E02003,電気機器
E02004,電気機器
E02005,電気機器
E02006,機械
E02007,電気機器
E02008,機械
E02009,電気機器
E02011,卸売業
E02012,電気機器
E02013,電気機器
E02015,電気機器
E02016,電気機器
E02017,電気機器
E02018,内国法人・組合（有価証券報告書等の提出義務者以外）
E02019,内国法人・組合（有価証券報告書等の提出義務者以外）
E02020,電気機器
E02021,電気機器
E02024,電気機器
E02025,機械
E02026,電気機器
E02027,電気機器
E02028,電気機器
E02030,電気機器
E02035,電気機器
E02039,電気機器
E02040,電気機器
E02042,電気機器
E02043,電気機器
E02045,電気機器
E02046,その他製品
E02047,機械
E02048,電気機器
E02049,機械
E02051,電気機器
E02054,電気機器
E02055,電気機器
E02056,電気機器
E02057,電気機器
E02058,電気機器
E02059,電気機器
E02060,機械
E02062,電気機器
E02065,電気機器
E02066,電気機器
E02069,電気機器
E02070,電気機器
E02072,電気機器
E02073,機械
E02075,電気機器
E02076,電気機器
E02077,電気機器
E02081,電気機器
E02082,電気機器
E02083,電気機器
E02086,電気機器
E02089,電気機器
E02090,電気機器
E02091,内国法人・組合（有価証券報告書等の提出義務者以外）
E02092,電気機器
E02093,電気機器
E02095,電気機器
E02096,その他製品
